"","OrganizationIdentifier","OrganizationFormalName","MonitoringLocationIdentifier","MonitoringLocationName","MonitoringLocationTypeName","MonitoringLocationDescriptionText","HUCEightDigitCode","DrainageAreaMeasure.MeasureValue","DrainageAreaMeasure.MeasureUnitCode","ContributingDrainageAreaMeasure.MeasureValue","ContributingDrainageAreaMeasure.MeasureUnitCode","LatitudeMeasure","LongitudeMeasure","SourceMapScaleNumeric","HorizontalAccuracyMeasure.MeasureValue","HorizontalAccuracyMeasure.MeasureUnitCode","HorizontalCollectionMethodName","HorizontalCoordinateReferenceSystemDatumName","VerticalMeasure.MeasureValue","VerticalMeasure.MeasureUnitCode","VerticalAccuracyMeasure.MeasureValue","VerticalAccuracyMeasure.MeasureUnitCode","VerticalCollectionMethodName","VerticalCoordinateReferenceSystemDatumName","CountryCode","StateCode","CountyCode","AquiferName","FormationTypeText","AquiferTypeName","ConstructionDateText","WellDepthMeasure.MeasureValue","WellDepthMeasure.MeasureUnitCode","WellHoleDepthMeasure.MeasureValue","WellHoleDepthMeasure.MeasureUnitCode","ProviderName"
"63","USGS-NC","USGS North Carolina Water Science Center","USGS-360207078513801","DR-078 ELLERBE RB-6 0.55 MI BL SR1669 NR WEAVER NC","Well",NA,"03020201",NA,NA,NA,NA,36.03527778,-78.8605556,NA,0.01,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",270,"feet",1,"feet","Reported method of determination.","NAVD88","US",37,"063",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"64","USGS-NC","USGS North Carolina Water Science Center","USGS-360211078513701","UT TO ELLERBE CR 0.63 MI BLW SR1669 NR WEAVER, NC","Stream",NA,"03020201",0.5,"sq mi",NA,NA,36.03626389,-78.860175,24000,0.5,"seconds","Differentially corrected Global Positioning System.","NAD83",NA,NA,NA,NA,NA,NA,"US",37,"063",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"65","USGS-NC","USGS North Carolina Water Science Center","USGS-360215078473001","DURHAM-15 - 3236","Facility: Water-use establishment",NA,"03020201",NA,NA,NA,NA,36.03764517,-78.7913946,NA,1,"seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",37,"063",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"66","USGS-NC","USGS North Carolina Water Science Center","USGS-360215078473002","DURHAM-14 - 3236A","Facility: Water-use establishment",NA,"03020201",NA,NA,NA,NA,36.03764517,-78.7913946,NA,1,"seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",37,"063",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"67","USGS-NC","USGS North Carolina Water Science Center","USGS-360226078512801","UT TO ELLERBE CR 1.04 MI BLW SR1669 NR WEAVER, NC","Stream",NA,"03020201",1.12,"sq mi",NA,NA,36.0405833,-78.8576667,24000,0.5,"seconds","Differentially corrected Global Positioning System.","NAD83",NA,NA,NA,NA,NA,NA,"US",37,"063",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"68","USGS-NC","USGS North Carolina Water Science Center","USGS-360230078483001","DURHAM-29 - 3247","Facility: Water-use establishment",NA,"03020201",NA,NA,NA,NA,36.04181156,-78.80806159,NA,1,"seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",37,"063",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"69","USGS-NC","USGS North Carolina Water Science Center","USGS-360230078483002","DURHAM-29 - 3247A","Facility: Water-use establishment",NA,"03020201",NA,NA,NA,NA,36.04181156,-78.80806159,NA,1,"seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",37,"063",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"70","USGS-NC","USGS North Carolina Water Science Center","USGS-360230078570001","CROASDILA COUNTY CLUB - 3251","Facility: Water-use establishment",NA,"03020201",NA,NA,NA,NA,36.0418094,-78.949731,NA,1,"seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",37,"063",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"71","USGS-NC","USGS North Carolina Water Science Center","USGS-360237078490001","DR-032","Well",NA,"03020201",NA,NA,NA,NA,36.04375586,-78.816395,NA,1,"seconds","Interpolated from MAP.","NAD83",356,"feet",1.6,"feet","Interpolated from Digital Elevation Model","NAVD88","US",37,"063","Early Mesozoic basin aquifers","Triassic Sedimentary Rocks",NA,NA,115,"ft",NA,NA,"NWIS"
"72","USGS-NC","USGS North Carolina Water Science Center","USGS-360257078543901","DR-029","Well",NA,"03020201",NA,NA,NA,NA,36.04930996,-78.9105636,NA,1,"seconds","Interpolated from MAP.","NAD83",399,"feet",1.6,"feet","Interpolated from Digital Elevation Model","NAVD88","US",37,"063","Early Mesozoic basin aquifers","Triassic Sedimentary Rocks",NA,NA,150,"ft",NA,NA,"NWIS"
"73","USGS-NC","USGS North Carolina Water Science Center","USGS-360300078555601","DR-028","Well",NA,"03020201",NA,NA,NA,NA,36.05014297,-78.9319529,NA,1,"seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",37,"063","Early Mesozoic basin aquifers","Triassic Sedimentary Rocks",NA,NA,160,"ft",NA,NA,"NWIS"
"74","USGS-NC","USGS North Carolina Water Science Center","USGS-360309078590201","OR-050","Well",NA,"03020201",NA,NA,NA,NA,36.0525,-78.98388889,24000,1,"seconds","Interpolated from Digital MAP.","NAD83",398,"feet",1.6,"feet","Interpolated from Digital Elevation Model","NAVD88","US",37,"135",NA,NA,NA,NA,48,"ft",NA,NA,"NWIS"
"75","USGS-NC","USGS North Carolina Water Science Center","USGS-360331078570601","DR-027","Well",NA,"03020201",NA,NA,NA,NA,36.0587537,-78.9513977,NA,1,"seconds","Interpolated from MAP.","NAD83",447,"feet",1.6,"feet","Interpolated from Digital Elevation Model","NAVD88","US",37,"063","Piedmont and Blue Ridge crystalline-rock aquifers","Felsic Metavolcanic Rock",NA,NA,115,"ft",NA,NA,"NWIS"
"76","USGS-NC","USGS North Carolina Water Science Center","USGS-360332078511501","DR-021","Well",NA,"03020201",NA,NA,NA,NA,36.05903296,-78.85389579,NA,1,"seconds","Interpolated from MAP.","NAD83",342,"feet",1.6,"feet","Interpolated from Digital Elevation Model","NAVD88","US",37,"063","Early Mesozoic basin aquifers","Triassic Sedimentary Rocks",NA,NA,80,"ft",NA,NA,"NWIS"
"77","USGS-NC","USGS North Carolina Water Science Center","USGS-360334078584145","RAINGAGE AT ENO RIVER NEAR HUCKLEBERRY SPRING, NC","Atmosphere",NA,"03020201",NA,NA,NA,NA,36.05944444,-78.9780556,NA,1,"seconds","Interpolated from Digital MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",37,"063",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"78","USGS-NC","USGS North Carolina Water Science Center","USGS-360337078543601","DITCH BLACK MEADOW RUN SE ARGONNE DRIVE DURHAM NC","Stream: Ditch",NA,"03020201",0.007,"sq mi",NA,NA,36.06013889,-78.91,24000,0.5,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",370,"feet",5,"feet","Interpolated from topographic map.","NAVD88","US",37,"063",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"79","USGS-NC","USGS North Carolina Water Science Center","USGS-360338078543601","BLACK MEADOW RUN AT CHATEAU RD AT DURHAM, NC","Stream",NA,"03020201",0.35,"sq mi",NA,NA,36.06069444,-78.91013889,24000,0.5,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",360,"feet",5,"feet","Interpolated from topographic map.","NAVD88","US",37,"063",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"80","USGS-NC","USGS North Carolina Water Science Center","USGS-360339078590001","OR-409","Well",NA,"03020201",NA,NA,NA,NA,36.06097546,-78.983065,24000,5,"seconds","Interpolated from MAP.","NAD83",460,"feet",5,"feet","Interpolated from topographic map.","NGVD29","US",37,"135","Piedmont and Blue Ridge crystalline-rock aquifers","Felsic Metavolcanic Rock",NA,19970417,205,"ft",NA,NA,"NWIS"
"81","USGS-NC","USGS North Carolina Water Science Center","USGS-360343078543101","DITCH TO BLACK MEADOW RUN BEL DAVID ST  DURHAM NC","Stream: Ditch",NA,"03020201",0.008,"sq mi",NA,NA,36.0618611,-78.9085,24000,0.5,"seconds","Interpolated from MAP.","NAD83",370,"feet",5,"feet","Interpolated from topographic map.","NAVD88","US",37,"063",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"82","USGS-NC","USGS North Carolina Water Science Center","USGS-360343078590001","OR-410","Well",NA,"03020201",NA,NA,NA,NA,36.06208657,-78.983065,24000,5,"seconds","Interpolated from MAP.","NAD83",475,"feet",5,"feet","Interpolated from topographic map.","NGVD29","US",37,"135","Piedmont and Blue Ridge crystalline-rock aquifers","Felsic Metavolcanic Rock",NA,19970205,305,"ft",NA,NA,"NWIS"
"83","USGS-NC","USGS North Carolina Water Science Center","USGS-360346078543501","DITCH TO BLACK MEADOW RUN NE CHATEAU RD DURHAM NC","Stream: Ditch",NA,"03020201",0.04,"sq mi",NA,NA,36.06263889,-78.9095972,24000,0.5,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",360,"feet",5,"feet","Interpolated from topographic map.","NAVD88","US",37,"063",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"84","USGS-NC","USGS North Carolina Water Science Center","USGS-360347078543701","DITCH TO BLACK MEADOW RUN NW CHATEAU RD DURHAM NC","Stream: Ditch",NA,"03020201",0.012,"sq mi",NA,NA,36.06294444,-78.91025,24000,0.5,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",356,"feet",5,"feet","Interpolated from topographic map.","NAVD88","US",37,"063",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"85","USGS-NC","USGS North Carolina Water Science Center","USGS-360347078543801","DITCH TO BLACK MEADOW RUN NW ARGONNE DR DURHAM NC","Stream: Ditch",NA,"03020201",0.016,"sq mi",NA,NA,36.063,-78.9104444,24000,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",357,"feet",2,"feet","Interpolated from Digital Elevation Model","NAVD88","US",37,"063",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"86","USGS-NC","USGS North Carolina Water Science Center","USGS-360419078543145","RAINGAGE AT ENO RIVER NEAR DURHAM, NC","Atmosphere",NA,"03020201",NA,NA,NA,NA,36.0721111,-78.9087222,NA,1,"seconds","Interpolated from Digital MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",37,"063",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"87","USGS-NC","USGS North Carolina Water Science Center","USGS-360425078492101","DR-020","Well",NA,"03020201",NA,NA,NA,NA,36.07375555,-78.8222285,NA,1,"seconds","Interpolated from MAP.","NAD83",328,"feet",1.6,"feet","Interpolated from Digital Elevation Model","NAVD88","US",37,"063","Early Mesozoic basin aquifers","Triassic Sedimentary Rocks",NA,NA,125,"ft",NA,NA,"NWIS"
"88","USGS-NC","USGS North Carolina Water Science Center","USGS-360429078570701","ENO R TRIB ABOVE CLOVER HILL PLACE DURHAM, NC","Stream",NA,"03020201",0.065,"sq mi",NA,NA,36.07463889,-78.952,24000,0.5,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",410,"feet",1.6,"feet","Interpolated from Digital Elevation Model","NAVD88","US",37,"063",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"89","USGS-NC","USGS North Carolina Water Science Center","USGS-360430078483001","DURHAM - 1 - 3228","Facility: Water-use establishment",NA,"03020201",NA,NA,NA,NA,36.0751446,-78.8080615,NA,1,"seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",37,"063",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"90","USGS-NC","USGS North Carolina Water Science Center","USGS-360430078550001","DURHAM-5 - 3250","Facility: Water-use establishment",NA,"03020201",NA,NA,NA,NA,36.075143,-78.916397,NA,1,"seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",37,"063",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"91","USGS-NC","USGS North Carolina Water Science Center","USGS-360432078570201","ENO RIVER TRIB BELOW SR1449 AT DURHAM, NC","Stream",NA,"03020201",0.01,"sq mi",NA,NA,36.07563889,-78.9505833,24000,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",416,"feet",1.6,"feet","Interpolated from Digital Elevation Model","NAVD88","US",37,"063",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"92","USGS-NC","USGS North Carolina Water Science Center","USGS-360434078571901","DR-026","Well",NA,"03020201",NA,NA,NA,NA,36.07625356,-78.95500888,24000,1,"seconds","Interpolated from MAP.","NAD83",450,"feet",1.6,"feet","Interpolated from Digital Elevation Model","NAVD88","US",37,"063","Piedmont and Blue Ridge crystalline-rock aquifers","Felsic Metavolcanic Rock",NA,1952,76,"ft",NA,NA,"NWIS"
"93","21NC01WQ","NCDENR-DWQ","21NC01WQ-J0530000","ENO RIV AT SR 1401 NR DURHAM INACT 730813","River/Stream","ENO RIV AT SR 1401 NR DURHAM INACT 730813","03020201",NA,NA,NA,NA,36.057,-78.975,24000,NA,NA,"Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US",37,"063",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"94","21NC01WQ","NCDENR-DWQ","21NC01WQ-J0570000","ENO RIV AT SR 1403 NR DURHA M INACT 730813","River/Stream","ENO RIV AT SR 1403 NR DURHA M INACT 730813","03020201",NA,NA,NA,NA,36.062,-78.963,24000,NA,NA,"Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US",37,"063",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"95","21NC01WQ","NCDENR-DWQ","21NC01WQ-J0610000","ENO RIV AT SR 1003 NR DURHAM INACT 730813","River/Stream","ENO RIV AT SR 1003 NR DURHAM INACT 730813","03020201",NA,NA,NA,NA,36.073,-78.935,24000,NA,NA,"Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US",37,"063",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"96","21NC01WQ","NCDENR-DWQ","21NC01WQ-J0650000","ENO RIV TRIB AT SR 1321 NR DURHAM INACT 730813","River/Stream","ENO RIV TRIB AT SR 1321 NR DURHAM INACT 730813","03020201",NA,NA,NA,NA,36.056,-78.936,24000,NA,NA,"Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US",37,"063",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"97","21NC01WQ","NCDENR-DWQ","21NC01WQ-J0770000","ENO RIV AT US 501 NR DURHAM","River/Stream","ENO RIV AT US 501 NR DURHAM","03020201",NA,NA,NA,NA,36.072,-78.9086,24000,NA,NA,"Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US",37,"063",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"98","21NC01WQ","NCDENR-DWQ","21NC01WQ-J0810000","ENO RIV AT SR 1004 NR DURHAM","River/Stream","ENO RIV AT SR 1004 NR DURHAM","03020201",NA,NA,NA,NA,36.0725,-78.8627,24000,NA,NA,"Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US",37,"063",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"99","21NC01WQ","NCDENR-DWQ","21NC01WQ-J1269000","ELLERBE CRK AT SR 1709 AT DURHAM 2088","River/Stream","ELLERBE CRK AT SR 1709 AT DURHAM 2088","03020201",NA,NA,NA,NA,36.022,-78.871,24000,NA,NA,"Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US",37,"063",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"100","21NC01WQ","NCDENR-DWQ","21NC01WQ-J1270000","ELLERBE CRK TRIB ATW CLUB BLVD DR INACT 770929","River/Stream","ELLERBE CRK TRIB ATW CLUB BLVD DR INACT 770929","03020201",NA,NA,NA,NA,36.017,-78.915,24000,NA,NA,"Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US",37,"063",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"101","21NC01WQ","NCDENR-DWQ","21NC01WQ-J1280000","GOOSE CRK 200 FT UPS SR 1669 AT DURHAM","River/Stream","GOOSE CRK 200 FT UPS SR 1669 AT DURHAM","03020201",NA,NA,NA,NA,36.027,-78.865,24000,NA,NA,"Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US",37,"063",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"102","21NC01WQ","NCDENR-DWQ","21NC01WQ-J1290000","ELLERBE CRK AT SR 1669 NR DURHAM INACT 750205","River/Stream","ELLERBE CRK AT SR 1669 NR DURHAM INACT 750205","03020201",NA,NA,NA,NA,36.028,-78.865,24000,NA,NA,"Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US",37,"063",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"103","21NC01WQ","NCDENR-DWQ","21NC01WQ-J1330000","ELLERBE CRK AT SR 1636 NR DURHAM","River/Stream","ELLERBE CRK AT SR 1636 NR DURHAM","03020201",NA,NA,NA,NA,36.0595,-78.8322,24000,NA,NA,"Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US",37,"063",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"104","21NC01WQ","NCDENR-DWQ","21NC01WQ-J1490000","LITTLE LICK CRK AT NC 98 NR DURHAM INACT 750205","River/Stream","LITTLE LICK CRK AT NC 98 NR DURHAM INACT 750205","03020201",NA,NA,NA,NA,35.981,-78.807,24000,NA,NA,"Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US",37,"063",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"105","21NC01WQ","NCDENR-DWQ","21NC01WQ-J1530000","LITTLE LICK CRK AT SR 1814 NR DURHAM","River/Stream","LITTLE LICK CRK AT SR 1814 NR DURHAM","03020201",NA,NA,NA,NA,35.987,-78.799,24000,NA,NA,"Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US",37,"063",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"106","21NC02WQ","NCDENR-DWQ (2nd)","21NC02WQ-J0530000","ENO RIV AT SR 1401 NR DURHAM","River/Stream",NA,"03020201",NA,NA,NA,NA,36.057,-78.975,24000,NA,NA,"Interpolation-Map","NAD83",0,"ft",NA,NA,NA,"Unknown","US",37,"063",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"107","21NC02WQ","NCDENR-DWQ (2nd)","21NC02WQ-J0570000","ENO RIV AT SR 1403 NR DURHA M","River/Stream",NA,"03020201",NA,NA,NA,NA,36.062,-78.963,24000,NA,NA,"Interpolation-Map","NAD83",0,"ft",NA,NA,NA,"Unknown","US",37,"063",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"108","21NC02WQ","NCDENR-DWQ (2nd)","21NC02WQ-J0610000","ENO RIV AT SR 1003 NR DURHAM","River/Stream",NA,"03020201",NA,NA,NA,NA,36.073,-78.935,24000,NA,NA,"Interpolation-Map","NAD83",0,"ft",NA,NA,NA,"Unknown","US",37,"063",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"109","21NC02WQ","NCDENR-DWQ (2nd)","21NC02WQ-J0650000","ENO RIV TRIB AT SR 1321 NR DURHAM","River/Stream",NA,"03020201",NA,NA,NA,NA,36.056,-78.936,24000,NA,NA,"Interpolation-Map","NAD83",0,"ft",NA,NA,NA,"Unknown","US",37,"063",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"110","21NC02WQ","NCDENR-DWQ (2nd)","21NC02WQ-J0770000","ENO RIV AT US 501 NR DURHAM","River/Stream",NA,"03020201",NA,NA,NA,NA,36.07197,-78.90864,24000,NA,NA,"Interpolation-Map","NAD83",0,"ft",NA,NA,NA,"Unknown","US",37,"063",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"111","21NC02WQ","NCDENR-DWQ (2nd)","21NC02WQ-J0810000","ENO RIV AT SR 1004 NR DURHAM","River/Stream",NA,"03020201",NA,NA,NA,NA,36.07254,-78.8627,24000,NA,NA,"Interpolation-Map","NAD83",0,"ft",NA,NA,NA,"Unknown","US",37,"063",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"112","21NC02WQ","NCDENR-DWQ (2nd)","21NC02WQ-J1269000","ELLERBE CRK AT SR 1709 AT DURHAM 2088","River/Stream",NA,"03020201",NA,NA,NA,NA,36.022,-78.871,24000,NA,NA,"Interpolation-Map","NAD83",0,"ft",NA,NA,NA,"Unknown","US",37,"063",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"113","21NC02WQ","NCDENR-DWQ (2nd)","21NC02WQ-J1270000","ELLERBE CRK TRIB ATW CLUB BLVD DR","River/Stream",NA,"03020201",NA,NA,NA,NA,36.017,-78.915,24000,NA,NA,"Interpolation-Map","NAD83",0,"ft",NA,NA,NA,"Unknown","US",37,"063",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"114","21NC02WQ","NCDENR-DWQ (2nd)","21NC02WQ-J1280000","GOOSE CRK 200 FT UPS SR 1669 AT DURHAM","River/Stream",NA,"03020201",NA,NA,NA,NA,36.027,-78.865,24000,NA,NA,"Interpolation-Map","NAD83",0,"ft",NA,NA,NA,"Unknown","US",37,"063",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"115","21NC02WQ","NCDENR-DWQ (2nd)","21NC02WQ-J1290000","ELLERBE CRK AT SR 1669 NR DURHAM","River/Stream",NA,"03020201",NA,NA,NA,NA,36.028,-78.865,24000,NA,NA,"Interpolation-Map","NAD83",0,"ft",NA,NA,NA,"Unknown","US",37,"063",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"116","21NC02WQ","NCDENR-DWQ (2nd)","21NC02WQ-J1330000","ELLERBE CRK AT SR 1636 NR DURHAM","River/Stream",NA,"03020201",NA,NA,NA,NA,36.05949,-78.83224,24000,NA,NA,"Interpolation-Map","NAD83",0,"ft",NA,NA,NA,"Unknown","US",37,"063",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"117","21NC02WQ","NCDENR-DWQ (2nd)","21NC02WQ-J1490000","LITTLE LICK CRK AT NC 98 NR DURHAM","River/Stream",NA,"03020201",NA,NA,NA,NA,35.981,-78.807,24000,NA,NA,"Interpolation-Map","NAD83",0,"ft",NA,NA,NA,"Unknown","US",37,"063",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"118","21NC02WQ","NCDENR-DWQ (2nd)","21NC02WQ-J1530000","LITTLE LICK CRK AT SR 1814 NR DURHAM","River/Stream",NA,"03020201",NA,NA,NA,NA,35.987,-78.799,24000,NA,NA,"Interpolation-Map","NAD83",0,"ft",NA,NA,NA,"Unknown","US",37,"063",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"119","21NC03WQ","North Carolina Department of Environmental Resources NCDENR-DWQ WQX","21NC03WQ-J0770000","ENO RIV AT US 501 NR DURHAM","River/Stream",NA,"03020201",NA,NA,NA,NA,36.07197,-78.90864,24000,NA,NA,"Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US",37,"063",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"120","21NC03WQ","North Carolina Department of Environmental Resources NCDENR-DWQ WQX","21NC03WQ-J0810000","ENO RIV AT SR 1004 NR DURHAM","River/Stream",NA,"03020201",NA,NA,NA,NA,36.07254,-78.8627,24000,NA,NA,"Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US",37,"063",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"121","21NC03WQ","North Carolina Department of Environmental Resources NCDENR-DWQ WQX","21NC03WQ-J1330000","ELLERBE CRK AT SR 1636 NR DURHAM","River/Stream",NA,"03020201",NA,NA,NA,NA,36.05949,-78.83224,24000,NA,NA,"Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US",37,"063",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"122","21NC03WQ","North Carolina Department of Environmental Resources NCDENR-DWQ WQX","21NC03WQ-JB16","L LICK CR","River/Stream",NA,"03020201",NA,NA,NA,NA,35.98388889,-78.81611111,24000,NA,NA,"Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US",37,"063",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"123","21NC03WQ","North Carolina Department of Environmental Resources NCDENR-DWQ WQX","21NC03WQ-JB165","ELLERBE CR","River/Stream",NA,"03020201",NA,NA,NA,NA,36.05888889,-78.83305556,24000,NA,NA,"Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US",37,"063",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"124","21NC03WQ","North Carolina Department of Environmental Resources NCDENR-DWQ WQX","21NC03WQ-JB166","ELLERBE CR","River/Stream",NA,"03020201",NA,NA,NA,NA,36.02166667,-78.87055556,24000,NA,NA,"Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US",37,"063",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"125","21NC03WQ","North Carolina Department of Environmental Resources NCDENR-DWQ WQX","21NC03WQ-JB17","L LICK CR","River/Stream",NA,"03020201",NA,NA,NA,NA,35.98666667,-78.80027778,24000,NA,NA,"Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US",37,"063",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"126","21NC03WQ","North Carolina Department of Environmental Resources NCDENR-DWQ WQX","21NC03WQ-JB181","L LICK CR","River/Stream",NA,"03020201",NA,NA,NA,NA,35.98611111,-78.8,24000,NA,NA,"Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US",37,"063",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"127","21NC03WQ","North Carolina Department of Environmental Resources NCDENR-DWQ WQX","21NC03WQ-JB182","L LICK CR","River/Stream",NA,"03020201",NA,NA,NA,NA,35.98527778,-78.80888889,24000,NA,NA,"Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US",37,"063",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"128","21NC03WQ","North Carolina Department of Environmental Resources NCDENR-DWQ WQX","21NC03WQ-JB3","ENO R","River/Stream",NA,"03020201",NA,NA,NA,NA,36.072567,-78.863038,24000,NA,NA,"Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US",37,"063",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"129","21NC03WQ","North Carolina Department of Environmental Resources NCDENR-DWQ WQX","21NC03WQ-JB32","UT L LICK CR","River/Stream",NA,"03020201",NA,NA,NA,NA,35.98166667,-78.84111111,24000,NA,NA,"Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US",37,"063",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"130","21NC03WQ","North Carolina Department of Environmental Resources NCDENR-DWQ WQX","21NC03WQ-JB7","ENO R","River/Stream",NA,"03020201",NA,NA,NA,NA,36.07194444,-78.90805556,24000,NA,NA,"Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US",37,"063",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"131","21NC03WQ","North Carolina Department of Environmental Resources NCDENR-DWQ WQX","21NC03WQ-JF102","Eno R","River/Stream",NA,"03020201",NA,NA,NA,NA,36.0718122,-78.9347334,24000,NA,NA,"Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US",37,"063",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
