"","total_type","lat","lon","ProviderName","OrganizationIdentifier","OrganizationFormalName","MonitoringLocationIdentifier","MonitoringLocationName","MonitoringLocationTypeName","ResolvedMonitoringLocationTypeName","HUCEightDigitCode","siteUrl","activityCount","resultCount","StateName","CountyName"
"84","FeatureCollection Feature Point",36.0629444,-78.91025,"NWIS","USGS-NC","USGS North Carolina Water Science Center","USGS-360347078543701","DITCH TO BLACK MEADOW RUN NW CHATEAU RD DURHAM NC","Stream: Ditch","Stream","03020201","https://www.waterqualitydata.us/data/provider/NWIS/USGS-NC/USGS-360347078543701/",0,0,"North Carolina","Durham County"
"85","FeatureCollection Feature Point",36.063,-78.9104444,"NWIS","USGS-NC","USGS North Carolina Water Science Center","USGS-360347078543801","DITCH TO BLACK MEADOW RUN NW ARGONNE DR DURHAM NC","Stream: Ditch","Stream","03020201","https://www.waterqualitydata.us/data/provider/NWIS/USGS-NC/USGS-360347078543801/",0,0,"North Carolina","Durham County"
"86","FeatureCollection Feature Point",36.0721111,-78.9087222,"NWIS","USGS-NC","USGS North Carolina Water Science Center","USGS-360419078543145","RAINGAGE AT ENO RIVER NEAR DURHAM, NC","Atmosphere","Atmosphere","03020201","https://www.waterqualitydata.us/data/provider/NWIS/USGS-NC/USGS-360419078543145/",0,0,"North Carolina","Durham County"
"87","FeatureCollection Feature Point",36.0737556,-78.8222285,"NWIS","USGS-NC","USGS North Carolina Water Science Center","USGS-360425078492101","DR-020","Well","Well","03020201","https://www.waterqualitydata.us/data/provider/NWIS/USGS-NC/USGS-360425078492101/",0,0,"North Carolina","Durham County"
"88","FeatureCollection Feature Point",36.0746389,-78.952,"NWIS","USGS-NC","USGS North Carolina Water Science Center","USGS-360429078570701","ENO R TRIB ABOVE CLOVER HILL PLACE DURHAM, NC","Stream","Stream","03020201","https://www.waterqualitydata.us/data/provider/NWIS/USGS-NC/USGS-360429078570701/",2,0,"North Carolina","Durham County"
"89","FeatureCollection Feature Point",36.0751446,-78.8080615,"NWIS","USGS-NC","USGS North Carolina Water Science Center","USGS-360430078483001","DURHAM - 1 - 3228","Facility: Water-use establishment","Facility","03020201","https://www.waterqualitydata.us/data/provider/NWIS/USGS-NC/USGS-360430078483001/",0,0,"North Carolina","Durham County"
"90","FeatureCollection Feature Point",36.075143,-78.916397,"NWIS","USGS-NC","USGS North Carolina Water Science Center","USGS-360430078550001","DURHAM-5 - 3250","Facility: Water-use establishment","Facility","03020201","https://www.waterqualitydata.us/data/provider/NWIS/USGS-NC/USGS-360430078550001/",0,0,"North Carolina","Durham County"
"91","FeatureCollection Feature Point",36.0756389,-78.9505833,"NWIS","USGS-NC","USGS North Carolina Water Science Center","USGS-360432078570201","ENO RIVER TRIB BELOW SR1449 AT DURHAM, NC","Stream","Stream","03020201","https://www.waterqualitydata.us/data/provider/NWIS/USGS-NC/USGS-360432078570201/",0,0,"North Carolina","Durham County"
"92","FeatureCollection Feature Point",36.0762536,-78.9550089,"NWIS","USGS-NC","USGS North Carolina Water Science Center","USGS-360434078571901","DR-026","Well","Well","03020201","https://www.waterqualitydata.us/data/provider/NWIS/USGS-NC/USGS-360434078571901/",1,26,"North Carolina","Durham County"
"93","FeatureCollection Feature Point",36.057,-78.975,"STORET","21NC01WQ","NCDENR-DWQ","21NC01WQ-J0530000","ENO RIV AT SR 1401 NR DURHAM INACT 730813","River/Stream","Stream","03020201","https://www.waterqualitydata.us/data/provider/STORET/21NC01WQ/21NC01WQ-J0530000/",5,20,"North Carolina","Durham County"
"94","FeatureCollection Feature Point",36.062,-78.963,"STORET","21NC01WQ","NCDENR-DWQ","21NC01WQ-J0570000","ENO RIV AT SR 1403 NR DURHA M INACT 730813","River/Stream","Stream","03020201","https://www.waterqualitydata.us/data/provider/STORET/21NC01WQ/21NC01WQ-J0570000/",3,11,"North Carolina","Durham County"
"95","FeatureCollection Feature Point",36.073,-78.935,"STORET","21NC01WQ","NCDENR-DWQ","21NC01WQ-J0610000","ENO RIV AT SR 1003 NR DURHAM INACT 730813","River/Stream","Stream","03020201","https://www.waterqualitydata.us/data/provider/STORET/21NC01WQ/21NC01WQ-J0610000/",5,18,"North Carolina","Durham County"
"96","FeatureCollection Feature Point",36.056,-78.936,"STORET","21NC01WQ","NCDENR-DWQ","21NC01WQ-J0650000","ENO RIV TRIB AT SR 1321 NR DURHAM INACT 730813","River/Stream","Stream","03020201","https://www.waterqualitydata.us/data/provider/STORET/21NC01WQ/21NC01WQ-J0650000/",3,19,"North Carolina","Durham County"
"97","FeatureCollection Feature Point",36.072,-78.9086,"STORET","21NC01WQ","NCDENR-DWQ","21NC01WQ-J0770000","ENO RIV AT US 501 NR DURHAM","River/Stream","Stream","03020201","https://www.waterqualitydata.us/data/provider/STORET/21NC01WQ/21NC01WQ-J0770000/",576,5685,"North Carolina","Durham County"
"98","FeatureCollection Feature Point",36.0725,-78.8627,"STORET","21NC01WQ","NCDENR-DWQ","21NC01WQ-J0810000","ENO RIV AT SR 1004 NR DURHAM","River/Stream","Stream","03020201","https://www.waterqualitydata.us/data/provider/STORET/21NC01WQ/21NC01WQ-J0810000/",605,5720,"North Carolina","Durham County"
"99","FeatureCollection Feature Point",36.022,-78.871,"STORET","21NC01WQ","NCDENR-DWQ","21NC01WQ-J1269000","ELLERBE CRK AT SR 1709 AT DURHAM 2088","River/Stream","Stream","03020201","https://www.waterqualitydata.us/data/provider/STORET/21NC01WQ/21NC01WQ-J1269000/",784,3679,"North Carolina","Durham County"
"100","FeatureCollection Feature Point",36.017,-78.915,"STORET","21NC01WQ","NCDENR-DWQ","21NC01WQ-J1270000","ELLERBE CRK TRIB ATW CLUB BLVD DR INACT 770929","River/Stream","Stream","03020201","https://www.waterqualitydata.us/data/provider/STORET/21NC01WQ/21NC01WQ-J1270000/",179,1731,"North Carolina","Durham County"
"101","FeatureCollection Feature Point",36.027,-78.865,"STORET","21NC01WQ","NCDENR-DWQ","21NC01WQ-J1280000","GOOSE CRK 200 FT UPS SR 1669 AT DURHAM","River/Stream","Stream","03020201","https://www.waterqualitydata.us/data/provider/STORET/21NC01WQ/21NC01WQ-J1280000/",793,3745,"North Carolina","Durham County"
"102","FeatureCollection Feature Point",36.028,-78.865,"STORET","21NC01WQ","NCDENR-DWQ","21NC01WQ-J1290000","ELLERBE CRK AT SR 1669 NR DURHAM INACT 750205","River/Stream","Stream","03020201","https://www.waterqualitydata.us/data/provider/STORET/21NC01WQ/21NC01WQ-J1290000/",38,160,"North Carolina","Durham County"
"103","FeatureCollection Feature Point",36.0595,-78.8322,"STORET","21NC01WQ","NCDENR-DWQ","21NC01WQ-J1330000","ELLERBE CRK AT SR 1636 NR DURHAM","River/Stream","Stream","03020201","https://www.waterqualitydata.us/data/provider/STORET/21NC01WQ/21NC01WQ-J1330000/",741,7215,"North Carolina","Durham County"
"104","FeatureCollection Feature Point",35.981,-78.807,"STORET","21NC01WQ","NCDENR-DWQ","21NC01WQ-J1490000","LITTLE LICK CRK AT NC 98 NR DURHAM INACT 750205","River/Stream","Stream","03020201","https://www.waterqualitydata.us/data/provider/STORET/21NC01WQ/21NC01WQ-J1490000/",28,110,"North Carolina","Durham County"
"105","FeatureCollection Feature Point",35.987,-78.799,"STORET","21NC01WQ","NCDENR-DWQ","21NC01WQ-J1530000","LITTLE LICK CRK AT SR 1814 NR DURHAM","River/Stream","Stream","03020201","https://www.waterqualitydata.us/data/provider/STORET/21NC01WQ/21NC01WQ-J1530000/",488,4592,"North Carolina","Durham County"
"106","FeatureCollection Feature Point",36.057,-78.975,"STORET","21NC02WQ","NCDENR-DWQ (2nd)","21NC02WQ-J0530000","ENO RIV AT SR 1401 NR DURHAM","River/Stream","Stream","03020201","https://www.waterqualitydata.us/data/provider/STORET/21NC02WQ/21NC02WQ-J0530000/",0,0,"North Carolina","Durham County"
"107","FeatureCollection Feature Point",36.062,-78.963,"STORET","21NC02WQ","NCDENR-DWQ (2nd)","21NC02WQ-J0570000","ENO RIV AT SR 1403 NR DURHA M","River/Stream","Stream","03020201","https://www.waterqualitydata.us/data/provider/STORET/21NC02WQ/21NC02WQ-J0570000/",0,0,"North Carolina","Durham County"
"108","FeatureCollection Feature Point",36.073,-78.935,"STORET","21NC02WQ","NCDENR-DWQ (2nd)","21NC02WQ-J0610000","ENO RIV AT SR 1003 NR DURHAM","River/Stream","Stream","03020201","https://www.waterqualitydata.us/data/provider/STORET/21NC02WQ/21NC02WQ-J0610000/",0,0,"North Carolina","Durham County"
"109","FeatureCollection Feature Point",36.056,-78.936,"STORET","21NC02WQ","NCDENR-DWQ (2nd)","21NC02WQ-J0650000","ENO RIV TRIB AT SR 1321 NR DURHAM","River/Stream","Stream","03020201","https://www.waterqualitydata.us/data/provider/STORET/21NC02WQ/21NC02WQ-J0650000/",0,0,"North Carolina","Durham County"
"110","FeatureCollection Feature Point",36.07197,-78.90864,"STORET","21NC02WQ","NCDENR-DWQ (2nd)","21NC02WQ-J0770000","ENO RIV AT US 501 NR DURHAM","River/Stream","Stream","03020201","https://www.waterqualitydata.us/data/provider/STORET/21NC02WQ/21NC02WQ-J0770000/",1137,3392,"North Carolina","Durham County"
"111","FeatureCollection Feature Point",36.07254,-78.8627,"STORET","21NC02WQ","NCDENR-DWQ (2nd)","21NC02WQ-J0810000","ENO RIV AT SR 1004 NR DURHAM","River/Stream","Stream","03020201","https://www.waterqualitydata.us/data/provider/STORET/21NC02WQ/21NC02WQ-J0810000/",961,2930,"North Carolina","Durham County"
"112","FeatureCollection Feature Point",36.022,-78.871,"STORET","21NC02WQ","NCDENR-DWQ (2nd)","21NC02WQ-J1269000","ELLERBE CRK AT SR 1709 AT DURHAM 2088","River/Stream","Stream","03020201","https://www.waterqualitydata.us/data/provider/STORET/21NC02WQ/21NC02WQ-J1269000/",0,0,"North Carolina","Durham County"
"113","FeatureCollection Feature Point",36.017,-78.915,"STORET","21NC02WQ","NCDENR-DWQ (2nd)","21NC02WQ-J1270000","ELLERBE CRK TRIB ATW CLUB BLVD DR","River/Stream","Stream","03020201","https://www.waterqualitydata.us/data/provider/STORET/21NC02WQ/21NC02WQ-J1270000/",0,0,"North Carolina","Durham County"
"114","FeatureCollection Feature Point",36.027,-78.865,"STORET","21NC02WQ","NCDENR-DWQ (2nd)","21NC02WQ-J1280000","GOOSE CRK 200 FT UPS SR 1669 AT DURHAM","River/Stream","Stream","03020201","https://www.waterqualitydata.us/data/provider/STORET/21NC02WQ/21NC02WQ-J1280000/",0,0,"North Carolina","Durham County"
"115","FeatureCollection Feature Point",36.028,-78.865,"STORET","21NC02WQ","NCDENR-DWQ (2nd)","21NC02WQ-J1290000","ELLERBE CRK AT SR 1669 NR DURHAM","River/Stream","Stream","03020201","https://www.waterqualitydata.us/data/provider/STORET/21NC02WQ/21NC02WQ-J1290000/",0,0,"North Carolina","Durham County"
"116","FeatureCollection Feature Point",36.05949,-78.83224,"STORET","21NC02WQ","NCDENR-DWQ (2nd)","21NC02WQ-J1330000","ELLERBE CRK AT SR 1636 NR DURHAM","River/Stream","Stream","03020201","https://www.waterqualitydata.us/data/provider/STORET/21NC02WQ/21NC02WQ-J1330000/",1162,3485,"North Carolina","Durham County"
"117","FeatureCollection Feature Point",35.981,-78.807,"STORET","21NC02WQ","NCDENR-DWQ (2nd)","21NC02WQ-J1490000","LITTLE LICK CRK AT NC 98 NR DURHAM","River/Stream","Stream","03020201","https://www.waterqualitydata.us/data/provider/STORET/21NC02WQ/21NC02WQ-J1490000/",0,0,"North Carolina","Durham County"
"118","FeatureCollection Feature Point",35.987,-78.799,"STORET","21NC02WQ","NCDENR-DWQ (2nd)","21NC02WQ-J1530000","LITTLE LICK CRK AT SR 1814 NR DURHAM","River/Stream","Stream","03020201","https://www.waterqualitydata.us/data/provider/STORET/21NC02WQ/21NC02WQ-J1530000/",0,0,"North Carolina","Durham County"
"119","FeatureCollection Feature Point",36.07197,-78.90864,"STORET","21NC03WQ","North Carolina Department of Environmental Resources NCDENR-DWQ WQX","21NC03WQ-J0770000","ENO RIV AT US 501 NR DURHAM","River/Stream","Stream","03020201","https://www.waterqualitydata.us/data/provider/STORET/21NC03WQ/21NC03WQ-J0770000/",1506,1506,"North Carolina","Durham County"
"120","FeatureCollection Feature Point",36.07254,-78.8627,"STORET","21NC03WQ","North Carolina Department of Environmental Resources NCDENR-DWQ WQX","21NC03WQ-J0810000","ENO RIV AT SR 1004 NR DURHAM","River/Stream","Stream","03020201","https://www.waterqualitydata.us/data/provider/STORET/21NC03WQ/21NC03WQ-J0810000/",1543,1543,"North Carolina","Durham County"
"121","FeatureCollection Feature Point",36.05949,-78.83224,"STORET","21NC03WQ","North Carolina Department of Environmental Resources NCDENR-DWQ WQX","21NC03WQ-J1330000","ELLERBE CRK AT SR 1636 NR DURHAM","River/Stream","Stream","03020201","https://www.waterqualitydata.us/data/provider/STORET/21NC03WQ/21NC03WQ-J1330000/",1549,1549,"North Carolina","Durham County"
"122","FeatureCollection Feature Point",35.9838889,-78.8161111,"STORET","21NC03WQ","North Carolina Department of Environmental Resources NCDENR-DWQ WQX","21NC03WQ-JB16","L LICK CR","River/Stream","Stream","03020201","https://www.waterqualitydata.us/data/provider/STORET/21NC03WQ/21NC03WQ-JB16/",43,43,"North Carolina","Durham County"
"123","FeatureCollection Feature Point",36.0588889,-78.8330556,"STORET","21NC03WQ","North Carolina Department of Environmental Resources NCDENR-DWQ WQX","21NC03WQ-JB165","ELLERBE CR","River/Stream","Stream","03020201","https://www.waterqualitydata.us/data/provider/STORET/21NC03WQ/21NC03WQ-JB165/",150,150,"North Carolina","Durham County"
"124","FeatureCollection Feature Point",36.0216667,-78.8705556,"STORET","21NC03WQ","North Carolina Department of Environmental Resources NCDENR-DWQ WQX","21NC03WQ-JB166","ELLERBE CR","River/Stream","Stream","03020201","https://www.waterqualitydata.us/data/provider/STORET/21NC03WQ/21NC03WQ-JB166/",73,73,"North Carolina","Durham County"
"125","FeatureCollection Feature Point",35.9866667,-78.8002778,"STORET","21NC03WQ","North Carolina Department of Environmental Resources NCDENR-DWQ WQX","21NC03WQ-JB17","L LICK CR","River/Stream","Stream","03020201","https://www.waterqualitydata.us/data/provider/STORET/21NC03WQ/21NC03WQ-JB17/",41,41,"North Carolina","Durham County"
"126","FeatureCollection Feature Point",35.9861111,-78.8,"STORET","21NC03WQ","North Carolina Department of Environmental Resources NCDENR-DWQ WQX","21NC03WQ-JB181","L LICK CR","River/Stream","Stream","03020201","https://www.waterqualitydata.us/data/provider/STORET/21NC03WQ/21NC03WQ-JB181/",200,200,"North Carolina","Durham County"
"127","FeatureCollection Feature Point",35.9852778,-78.8088889,"STORET","21NC03WQ","North Carolina Department of Environmental Resources NCDENR-DWQ WQX","21NC03WQ-JB182","L LICK CR","River/Stream","Stream","03020201","https://www.waterqualitydata.us/data/provider/STORET/21NC03WQ/21NC03WQ-JB182/",88,88,"North Carolina","Durham County"
"128","FeatureCollection Feature Point",36.072567,-78.863038,"STORET","21NC03WQ","North Carolina Department of Environmental Resources NCDENR-DWQ WQX","21NC03WQ-JB3","ENO R","River/Stream","Stream","03020201","https://www.waterqualitydata.us/data/provider/STORET/21NC03WQ/21NC03WQ-JB3/",464,464,"North Carolina","Durham County"
"129","FeatureCollection Feature Point",35.9816667,-78.8411111,"STORET","21NC03WQ","North Carolina Department of Environmental Resources NCDENR-DWQ WQX","21NC03WQ-JB32","UT L LICK CR","River/Stream","Stream","03020201","https://www.waterqualitydata.us/data/provider/STORET/21NC03WQ/21NC03WQ-JB32/",27,27,"North Carolina","Durham County"
"130","FeatureCollection Feature Point",36.0719444,-78.9080556,"STORET","21NC03WQ","North Carolina Department of Environmental Resources NCDENR-DWQ WQX","21NC03WQ-JB7","ENO R","River/Stream","Stream","03020201","https://www.waterqualitydata.us/data/provider/STORET/21NC03WQ/21NC03WQ-JB7/",773,773,"North Carolina","Durham County"
"131","FeatureCollection Feature Point",36.0718122,-78.9347334,"STORET","21NC03WQ","North Carolina Department of Environmental Resources NCDENR-DWQ WQX","21NC03WQ-JF102","Eno R","River/Stream","Stream","03020201","https://www.waterqualitydata.us/data/provider/STORET/21NC03WQ/21NC03WQ-JF102/",25,25,"North Carolina","Durham County"
"132","FeatureCollection Feature Point",36.0744444,-78.9116667,"STORET","21NC03WQ","North Carolina Department of Environmental Resources NCDENR-DWQ WQX","21NC03WQ-JF2","Crooked Cr","River/Stream","Stream","03020201","https://www.waterqualitydata.us/data/provider/STORET/21NC03WQ/21NC03WQ-JF2/",17,17,"North Carolina","Durham County"
"133","FeatureCollection Feature Point",36.0680556,-78.9169444,"STORET","21NC03WQ","North Carolina Department of Environmental Resources NCDENR-DWQ WQX","21NC03WQ-JF22","Warren Cr","River/Stream","Stream","03020201","https://www.waterqualitydata.us/data/provider/STORET/21NC03WQ/21NC03WQ-JF22/",20,20,"North Carolina","Durham County"
"134","FeatureCollection Feature Point",36.021971,-78.870404,"STORET","21NC03WQ","North Carolina Department of Environmental Resources NCDENR-DWQ WQX","21NC03WQ-JF4","Ellerbe Cr","River/Stream","Stream","03020201","https://www.waterqualitydata.us/data/provider/STORET/21NC03WQ/21NC03WQ-JF4/",23,23,"North Carolina","Durham County"
"135","FeatureCollection Feature Point",36.0747222,-78.9019444,"STORET","21NC03WQ","North Carolina Department of Environmental Resources NCDENR-DWQ WQX","21NC03WQ-JF5","Eno R","River/Stream","Stream","03020201","https://www.waterqualitydata.us/data/provider/STORET/21NC03WQ/21NC03WQ-JF5/",24,24,"North Carolina","Durham County"
"136","FeatureCollection Feature Point",36.0594411,-78.8323776,"STORET","21NC03WQ","North Carolina Department of Environmental Resources NCDENR-DWQ WQX","21NC03WQ-JF74","Ellerbe Cr","River/Stream","Stream","03020201","https://www.waterqualitydata.us/data/provider/STORET/21NC03WQ/21NC03WQ-JF74/",13,13,"North Carolina","Durham County"
"137","FeatureCollection Feature Point",36.07254,-78.8627,"STORET","21NC03WQ","North Carolina Department of Environmental Resources NCDENR-DWQ WQX","21NC03WQ-NEU006","ENO RIVER","Lake","Lake, Reservoir, Impoundment","03020201","https://www.waterqualitydata.us/data/provider/STORET/21NC03WQ/21NC03WQ-NEU006/",0,0,"North Carolina","Durham County"
"138","FeatureCollection Feature Point",36.028,-78.865,"STORET","21NC03WQ","North Carolina Department of Environmental Resources NCDENR-DWQ WQX","21NC03WQ-NEU011","ELLERBE CREEK","Lake","Lake, Reservoir, Impoundment","03020201","https://www.waterqualitydata.us/data/provider/STORET/21NC03WQ/21NC03WQ-NEU011/",0,0,"North Carolina","Durham County"
"139","FeatureCollection Feature Point",36.05949,-78.83224,"STORET","21NC03WQ","North Carolina Department of Environmental Resources NCDENR-DWQ WQX","21NC03WQ-NEU012","ELLERBE CREEK","Lake","Lake, Reservoir, Impoundment","03020201","https://www.waterqualitydata.us/data/provider/STORET/21NC03WQ/21NC03WQ-NEU012/",0,0,"North Carolina","Durham County"
"140","FeatureCollection Feature Point",36.071,-78.791,"STORET","21NC03WQ","North Carolina Department of Environmental Resources NCDENR-DWQ WQX","21NC03WQ-NEUELL10","FALLS OF THE NEUSE RESERVOIR","Lake","Lake, Reservoir, Impoundment","03020201","https://www.waterqualitydata.us/data/provider/STORET/21NC03WQ/21NC03WQ-NEUELL10/",933,933,"North Carolina","Durham County"
"141","FeatureCollection Feature Point",36.06,-78.817,"STORET","21NC03WQ","North Carolina Department of Environmental Resources NCDENR-DWQ WQX","21NC03WQ-NEUELL7","ELLERBE CREEK","Lake","Lake, Reservoir, Impoundment","03020201","https://www.waterqualitydata.us/data/provider/STORET/21NC03WQ/21NC03WQ-NEUELL7/",0,0,"North Carolina","Durham County"
"142","FeatureCollection Feature Point",36.068,-78.795,"STORET","21NC03WQ","North Carolina Department of Environmental Resources NCDENR-DWQ WQX","21NC03WQ-NEUELL9","FALLS OF THE NEUSE RESERVOIR","Lake","Lake, Reservoir, Impoundment","03020201","https://www.waterqualitydata.us/data/provider/STORET/21NC03WQ/21NC03WQ-NEUELL9/",0,0,"North Carolina","Durham County"
